74037 silly lifecycle resolve@1.5.0~preinstall: no script for preinstall, continuing
82104 silly lifecycle term-size@0.1.1~install: no script for install, continuing
82105 silly install boxen@1.0.0 /home/curtis/github/CurtLH/node_modules/.staging/boxen-8ee849bd
82106 info lifecycle boxen@1.0.0~install: boxen@1.0.0
82107 silly lifecycle boxen@1.0.0~install: no script for install, continuing
82108 silly install wrappy@1.0.2 /home/curtis/github/CurtLH/node_modules/.staging/wrappy-1c5dc8d1
82109 info lifecycle wrappy@1.0.2~install: wrappy@1.0.2
82110 silly lifecycle wrappy@1.0.2~install: no script for install, continuing
82111 silly install once@1.4.0 /home/curtis/github/CurtLH/node_modules/.staging/once-d266097d
82112 info lifecycle once@1.4.0~install: once@1.4.0
82113 silly lifecycle once@1.4.0~install: no script for install, continuing
82114 silly install npm-registry-client@7.4.5 /home/curtis/github/CurtLH/node_modules/.staging/npm-registry-client-349e1853
82115 info lifecycle npm-registry-client@7.4.5~install: npm-registry-client@7.4.5
82116 silly lifecycle npm-registry-client@7.4.5~install: no script for install, continuing
82117 silly install once@1.3.3 /home/curtis/github/CurtLH/node_modules/.staging/once-ccdd3764
82118 info lifecycle once@1.3.3~install: once@1.3.3
82119 silly lifecycle once@1.3.3~install: no script for install, continuing
82120 silly install end-of-stream@1.1.0 /home/curtis/github/CurtLH/node_modules/.staging/end-of-stream-da49f0c1
82121 info lifecycle end-of-stream@1.1.0~install: end-of-stream@1.1.0
82122 silly lifecycle end-of-stream@1.1.0~install: no script for install, continuing
82123 silly install stream-each@1.2.0 /home/curtis/github/CurtLH/node_modules/.staging/stream-each-523f8332
82124 info lifecycle stream-each@1.2.0~install: stream-each@1.2.0
82125 silly lifecycle stream-each@1.2.0~install: no script for install, continuing
82126 silly install pump@1.0.2 /home/curtis/github/CurtLH/node_modules/.staging/pump-81f883a1
82127 info lifecycle pump@1.0.2~install: pump@1.0.2
82128 silly lifecycle pump@1.0.2~install: no script for install, continuing
82129 silly install once@1.3.3 /home/curtis/github/CurtLH/node_modules/.staging/once-e64fb75c
82130 info lifecycle once@1.3.3~install: once@1.3.3
82131 silly lifecycle once@1.3.3~install: no script for install, continuing
82132 silly install end-of-stream@1.0.0 /home/curtis/github/CurtLH/node_modules/.staging/end-of-stream-1c0942ad
82133 info lifecycle end-of-stream@1.0.0~install: end-of-stream@1.0.0
82134 silly lifecycle end-of-stream@1.0.0~install: no script for install, continuing
82135 silly install duplexify@3.5.0 /home/curtis/github/CurtLH/node_modules/.staging/duplexify-6e5c731e
82136 info lifecycle duplexify@3.5.0~install: duplexify@3.5.0
82137 silly lifecycle duplexify@3.5.0~install: no script for install, continuing
82138 silly install pumpify@1.3.5 /home/curtis/github/CurtLH/node_modules/.staging/pumpify-7bdb3e0a
82139 info lifecycle pumpify@1.3.5~install: pumpify@1.3.5
82140 silly lifecycle pumpify@1.3.5~install: no script for install, continuing
82141 silly install mississippi@1.3.0 /home/curtis/github/CurtLH/node_modules/.staging/mississippi-a68a1ea5
82142 info lifecycle mississippi@1.3.0~install: mississippi@1.3.0
82143 silly lifecycle mississippi@1.3.0~install: no script for install, continuing
82144 silly install inflight@1.0.6 /home/curtis/github/CurtLH/node_modules/.staging/inflight-fe68ea55
82145 info lifecycle inflight@1.0.6~install: inflight@1.0.6
82146 silly lifecycle inflight@1.0.6~install: no script for install, continuing
82147 silly install glob@6.0.4 /home/curtis/github/CurtLH/node_modules/.staging/glob-15d334c1
82148 info lifecycle glob@6.0.4~install: glob@6.0.4
82149 silly lifecycle glob@6.0.4~install: no script for install, continuing
82150 silly install read-package-json@2.0.4 /home/curtis/github/CurtLH/node_modules/.staging/read-package-json-2197c31b
82151 info lifecycle read-package-json@2.0.4~install: read-package-json@2.0.4
82152 silly lifecycle read-package-json@2.0.4~install: no script for install, continuing
82153 silly install glob@6.0.4 /home/curtis/github/CurtLH/node_modules/.staging/glob-59261094
82154 info lifecycle glob@6.0.4~install: glob@6.0.4
82155 silly lifecycle glob@6.0.4~install: no script for install, continuing
82156 silly install init-package-json@1.9.4 /home/curtis/github/CurtLH/node_modules/.staging/init-package-json-5838dbad
82157 info lifecycle init-package-json@1.9.4~install: init-package-json@1.9.4
82158 silly lifecycle init-package-json@1.9.4~install: no script for install, continuing
82159 silly install glob@7.1.1 /home/curtis/github/CurtLH/node_modules/.staging/glob-551c9323
82160 info lifecycle glob@7.1.1~install: glob@7.1.1
82161 silly lifecycle glob@7.1.1~install: no script for install, continuing
82162 silly install rimraf@2.6.0 /home/curtis/github/CurtLH/node_modules/.staging/rimraf-9ac367aa
82163 info lifecycle rimraf@2.6.0~install: rimraf@2.6.0
82164 silly lifecycle rimraf@2.6.0~install: no script for install, continuing
82165 silly install fstream@1.0.10 /home/curtis/github/CurtLH/node_modules/.staging/fstream-da74844e
82166 info lifecycle fstream@1.0.10~install: fstream@1.0.10
82167 silly lifecycle fstream@1.0.10~install: no script for install, continuing
82168 silly install tar@2.2.1 /home/curtis/github/CurtLH/node_modules/.staging/tar-149b7d1f
82169 info lifecycle tar@2.2.1~install: tar@2.2.1
82170 silly lifecycle tar@2.2.1~install: no script for install, continuing
82171 silly install fstream-ignore@1.0.5 /home/curtis/github/CurtLH/node_modules/.staging/fstream-ignore-1df33482
82172 info lifecycle fstream-ignore@1.0.5~install: fstream-ignore@1.0.5
82173 silly lifecycle fstream-ignore@1.0.5~install: no script for install, continuing
82174 silly install fstream-npm@1.2.0 /home/curtis/github/CurtLH/node_modules/.staging/fstream-npm-3a3d600a
82175 info lifecycle fstream-npm@1.2.0~install: fstream-npm@1.2.0
82176 silly lifecycle fstream-npm@1.2.0~install: no script for install, continuing
82177 silly install fs-vacuum@1.2.9 /home/curtis/github/CurtLH/node_modules/.staging/fs-vacuum-26ec9bda
82178 info lifecycle fs-vacuum@1.2.9~install: fs-vacuum@1.2.9
82179 silly lifecycle fs-vacuum@1.2.9~install: no script for install, continuing
82180 silly install node-gyp@3.5.0 /home/curtis/github/CurtLH/node_modules/.staging/node-gyp-4323cb41
82181 info lifecycle node-gyp@3.5.0~install: node-gyp@3.5.0
82182 silly lifecycle node-gyp@3.5.0~install: no script for install, continuing
82183 silly install dezalgo@1.0.3 /home/curtis/github/CurtLH/node_modules/.staging/dezalgo-d513ea2b
82184 info lifecycle dezalgo@1.0.3~install: dezalgo@1.0.3
82185 silly lifecycle dezalgo@1.0.3~install: no script for install, continuing
82186 silly install realize-package-specifier@3.0.3 /home/curtis/github/CurtLH/node_modules/.staging/realize-package-specifier-0a750557
82187 info lifecycle realize-package-specifier@3.0.3~install: realize-package-specifier@3.0.3
82188 silly lifecycle realize-package-specifier@3.0.3~install: no script for install, continuing
82189 silly install readdir-scoped-modules@1.0.2 /home/curtis/github/CurtLH/node_modules/.staging/readdir-scoped-modules-7b5ae4a6
82190 info lifecycle readdir-scoped-modules@1.0.2~install: readdir-scoped-modules@1.0.2
82191 silly lifecycle readdir-scoped-modules@1.0.2~install: no script for install, continuing
82192 silly install read-installed@4.0.3 /home/curtis/github/CurtLH/node_modules/.staging/read-installed-11d3a025
82193 info lifecycle read-installed@4.0.3~install: read-installed@4.0.3
82194 silly lifecycle read-installed@4.0.3~install: no script for install, continuing
82195 silly install read-package-tree@5.1.5 /home/curtis/github/CurtLH/node_modules/.staging/read-package-tree-bfb59806
82196 info lifecycle read-package-tree@5.1.5~install: read-package-tree@5.1.5
82197 silly lifecycle read-package-tree@5.1.5~install: no script for install, continuing
82198 silly install write-file-atomic@1.3.1 /home/curtis/github/CurtLH/node_modules/.staging/write-file-atomic-f688b9b1
82199 info lifecycle write-file-atomic@1.3.1~install: write-file-atomic@1.3.1
82200 silly lifecycle write-file-atomic@1.3.1~install: no script for install, continuing
82201 silly install configstore@3.0.0 /home/curtis/github/CurtLH/node_modules/.staging/configstore-dac660f1
82202 info lifecycle configstore@3.0.0~install: configstore@3.0.0
82203 silly lifecycle configstore@3.0.0~install: no script for install, continuing
82204 silly install update-notifier@2.0.0 /home/curtis/github/CurtLH/node_modules/.staging/update-notifier-e9730269
82205 info lifecycle update-notifier@2.0.0~install: update-notifier@2.0.0
82206 silly lifecycle update-notifier@2.0.0~install: no script for install, continuing
82207 silly install npm@4.4.1 /home/curtis/github/CurtLH/node_modules/.staging/npm-a5a07e43
82208 info lifecycle npm@4.4.1~install: npm@4.4.1
82209 silly lifecycle npm@4.4.1~install: no script for install, continuing
82210 silly install number-is-nan@1.0.1 /home/curtis/github/CurtLH/node_modules/.staging/number-is-nan-10cb4fe3
82211 info lifecycle number-is-nan@1.0.1~install: number-is-nan@1.0.1
82212 silly lifecycle number-is-nan@1.0.1~install: no script for install, continuing
82213 silly install is-fullwidth-code-point@1.0.0 /home/curtis/github/CurtLH/node_modules/.staging/is-fullwidth-code-point-4c16904b
82214 info lifecycle is-fullwidth-code-point@1.0.0~install: is-fullwidth-code-point@1.0.0
82215 silly lifecycle is-fullwidth-code-point@1.0.0~install: no script for install, continuing
82216 silly install is-finite@1.0.2 /home/curtis/github/CurtLH/node_modules/.staging/is-finite-06eb5364
82217 info lifecycle is-finite@1.0.2~install: is-finite@1.0.2
82218 silly lifecycle is-finite@1.0.2~install: no script for install, continuing
82219 silly install oauth-sign@0.8.2 /home/curtis/github/CurtLH/node_modules/.staging/oauth-sign-76920172
82220 info lifecycle oauth-sign@0.8.2~install: oauth-sign@0.8.2
82221 silly lifecycle oauth-sign@0.8.2~install: no script for install, continuing
82222 silly install object-assign@4.1.1 /home/curtis/github/CurtLH/node_modules/.staging/object-assign-791d3d24
82223 info lifecycle object-assign@4.1.1~install: object-assign@4.1.1
82224 silly lifecycle object-assign@4.1.1~install: no script for install, continuing
82225 silly install object-component@0.0.3 /home/curtis/github/CurtLH/node_modules/.staging/object-component-e55e944f
82226 info lifecycle object-component@0.0.3~install: object-component@0.0.3
82227 silly lifecycle object-component@0.0.3~install: no script for install, continuing
82228 silly install is-accessor-descriptor@0.1.6 /home/curtis/github/CurtLH/node_modules/.staging/is-accessor-descriptor-3733a5f0
82229 info lifecycle is-accessor-descriptor@0.1.6~install: is-accessor-descriptor@0.1.6
82230 silly lifecycle is-accessor-descriptor@0.1.6~install: no script for install, continuing
82231 silly install is-data-descriptor@0.1.4 /home/curtis/github/CurtLH/node_modules/.staging/is-data-descriptor-3a267b54
82232 info lifecycle is-data-descriptor@0.1.4~install: is-data-descriptor@0.1.4
82233 silly lifecycle is-data-descriptor@0.1.4~install: no script for install, continuing
82234 silly install kind-of@5.1.0 /home/curtis/github/CurtLH/node_modules/.staging/kind-of-e2df9134
82235 info lifecycle kind-of@5.1.0~install: kind-of@5.1.0
82236 silly lifecycle kind-of@5.1.0~install: no script for install, continuing
82237 silly install is-descriptor@0.1.6 /home/curtis/github/CurtLH/node_modules/.staging/is-descriptor-e5f5ab8b
82238 info lifecycle is-descriptor@0.1.6~install: is-descriptor@0.1.6
82239 silly lifecycle is-descriptor@0.1.6~install: no script for install, continuing
82240 silly install define-property@0.2.5 /home/curtis/github/CurtLH/node_modules/.staging/define-property-3adfb7d2
82241 info lifecycle define-property@0.2.5~install: define-property@0.2.5
82242 silly lifecycle define-property@0.2.5~install: no script for install, continuing
82243 silly install object-copy@0.1.0 /home/curtis/github/CurtLH/node_modules/.staging/object-copy-fee88528
82244 info lifecycle object-copy@0.1.0~install: object-copy@0.1.0
82245 silly lifecycle object-copy@0.1.0~install: no script for install, continuing
82246 silly install object-path@0.9.2 /home/curtis/github/CurtLH/node_modules/.staging/object-path-06b7477c
82247 info lifecycle object-path@0.9.2~install: object-path@0.9.2
82248 silly lifecycle object-path@0.9.2~install: no script for install, continuing
82249 silly install isobject@3.0.1 /home/curtis/github/CurtLH/node_modules/.staging/isobject-7ef6bdc1
82250 info lifecycle isobject@3.0.1~install: isobject@3.0.1
82251 silly lifecycle isobject@3.0.1~install: no script for install, continuing
82252 silly install object-visit@1.0.1 /home/curtis/github/CurtLH/node_modules/.staging/object-visit-27171f14
82253 info lifecycle object-visit@1.0.1~install: object-visit@1.0.1
82254 silly lifecycle object-visit@1.0.1~install: no script for install, continuing
82255 silly install map-visit@1.0.0 /home/curtis/github/CurtLH/node_modules/.staging/map-visit-c02887c9
82256 info lifecycle map-visit@1.0.0~install: map-visit@1.0.0
82257 silly lifecycle map-visit@1.0.0~install: no script for install, continuing
82258 silly install collection-visit@1.0.0 /home/curtis/github/CurtLH/node_modules/.staging/collection-visit-e8e8440b
82259 info lifecycle collection-visit@1.0.0~install: collection-visit@1.0.0
82260 silly lifecycle collection-visit@1.0.0~install: no script for install, continuing
82261 silly install for-own@1.0.0 /home/curtis/github/CurtLH/node_modules/.staging/for-own-40d0cc6e
82262 info lifecycle for-own@1.0.0~install: for-own@1.0.0
82263 silly lifecycle for-own@1.0.0~install: no script for install, continuing
82264 silly install isobject@3.0.1 /home/curtis/github/CurtLH/node_modules/.staging/isobject-556c03b5
82265 info lifecycle isobject@3.0.1~install: isobject@3.0.1
82266 silly lifecycle isobject@3.0.1~install: no script for install, continuing
82267 silly install object.defaults@1.1.0 /home/curtis/github/CurtLH/node_modules/.staging/object.defaults-c65736ac
82268 info lifecycle object.defaults@1.1.0~install: object.defaults@1.1.0
82269 silly lifecycle object.defaults@1.1.0~install: no script for install, continuing
82270 silly install for-own@1.0.0 /home/curtis/github/CurtLH/node_modules/.staging/for-own-e3a32258
82271 info lifecycle for-own@1.0.0~install: for-own@1.0.0
82272 silly lifecycle for-own@1.0.0~install: no script for install, continuing
82273 silly install object.map@1.0.1 /home/curtis/github/CurtLH/node_modules/.staging/object.map-3575c3e7
82274 info lifecycle object.map@1.0.1~install: object.map@1.0.1
82275 silly lifecycle object.map@1.0.1~install: no script for install, continuing
82276 silly install object.omit@2.0.1 /home/curtis/github/CurtLH/node_modules/.staging/object.omit-14a0d59e
82277 info lifecycle object.omit@2.0.1~install: object.omit@2.0.1
82278 silly lifecycle object.omit@2.0.1~install: no script for install, continuing
82279 silly install isobject@3.0.1 /home/curtis/github/CurtLH/node_modules/.staging/isobject-68d371be
82280 info lifecycle isobject@3.0.1~install: isobject@3.0.1
82281 silly lifecycle isobject@3.0.1~install: no script for install, continuing
82282 silly install object.pick@1.3.0 /home/curtis/github/CurtLH/node_modules/.staging/object.pick-c8da4d3c
82283 info lifecycle object.pick@1.3.0~install: object.pick@1.3.0
82284 silly lifecycle object.pick@1.3.0~install: no script for install, continuing
82285 silly install on-finished@2.3.0 /home/curtis/github/CurtLH/node_modules/.staging/on-finished-e1398af3
82286 info lifecycle on-finished@2.3.0~install: on-finished@2.3.0
82287 silly lifecycle on-finished@2.3.0~install: no script for install, continuing
82288 silly install openurl@1.1.1 /home/curtis/github/CurtLH/node_modules/.staging/openurl-b58b1ab3
82289 info lifecycle openurl@1.1.1~install: openurl@1.1.1
82290 silly lifecycle openurl@1.1.1~install: no script for install, continuing
82291 silly install ordered-read-streams@0.1.0 /home/curtis/github/CurtLH/node_modules/.staging/ordered-read-streams-8af7bfec
82292 info lifecycle ordered-read-streams@0.1.0~install: ordered-read-streams@0.1.0
82293 silly lifecycle ordered-read-streams@0.1.0~install: no script for install, continuing
82294 silly install os-homedir@1.0.2 /home/curtis/github/CurtLH/node_modules/.staging/os-homedir-f78cab28
82295 info lifecycle os-homedir@1.0.2~install: os-homedir@1.0.2
82296 silly lifecycle os-homedir@1.0.2~install: no script for install, continuing
82297 silly install os-locale@1.4.0 /home/curtis/github/CurtLH/node_modules/.staging/os-locale-188ae786
82298 info lifecycle os-locale@1.4.0~install: os-locale@1.4.0
82299 silly lifecycle os-locale@1.4.0~install: no script for install, continuing
82300 silly install os-tmpdir@1.0.2 /home/curtis/github/CurtLH/node_modules/.staging/os-tmpdir-ed735423
82301 info lifecycle os-tmpdir@1.0.2~install: os-tmpdir@1.0.2
82302 silly lifecycle os-tmpdir@1.0.2~install: no script for install, continuing
82303 silly install osenv@0.1.4 /home/curtis/github/CurtLH/node_modules/.staging/osenv-1e22ba8c
82304 info lifecycle osenv@0.1.4~install: osenv@0.1.4
82305 silly lifecycle osenv@0.1.4~install: no script for install, continuing
82306 silly install parse-glob@3.0.4 /home/curtis/github/CurtLH/node_modules/.staging/parse-glob-665c5813
82307 info lifecycle parse-glob@3.0.4~install: parse-glob@3.0.4
82308 silly lifecycle parse-glob@3.0.4~install: no script for install, continuing
82309 silly install parse-json@2.2.0 /home/curtis/github/CurtLH/node_modules/.staging/parse-json-f50e4ecb
82310 info lifecycle parse-json@2.2.0~install: parse-json@2.2.0
82311 silly lifecycle parse-json@2.2.0~install: no script for install, continuing
82312 silly install parse-passwd@1.0.0 /home/curtis/github/CurtLH/node_modules/.staging/parse-passwd-643cca52
82313 info lifecycle parse-passwd@1.0.0~install: parse-passwd@1.0.0
82314 silly lifecycle parse-passwd@1.0.0~install: no script for install, continuing
82315 silly install homedir-polyfill@1.0.1 /home/curtis/github/CurtLH/node_modules/.staging/homedir-polyfill-ab905cb1
82316 info lifecycle homedir-polyfill@1.0.1~install: homedir-polyfill@1.0.1
82317 silly lifecycle homedir-polyfill@1.0.1~install: no script for install, continuing
82318 silly install expand-tilde@2.0.2 /home/curtis/github/CurtLH/node_modules/.staging/expand-tilde-e20cc8eb
82319 info lifecycle expand-tilde@2.0.2~install: expand-tilde@2.0.2
82320 silly lifecycle expand-tilde@2.0.2~install: no script for install, continuing
82321 silly install parseqs@0.0.5 /home/curtis/github/CurtLH/node_modules/.staging/parseqs-98643215
82322 info lifecycle parseqs@0.0.5~install: parseqs@0.0.5
82323 silly lifecycle parseqs@0.0.5~install: no script for install, continuing
82324 silly install parseuri@0.0.5 /home/curtis/github/CurtLH/node_modules/.staging/parseuri-cb71b830
82325 info lifecycle parseuri@0.0.5~install: parseuri@0.0.5
82326 silly lifecycle parseuri@0.0.5~install: no script for install, continuing
82327 silly install parseurl@1.3.2 /home/curtis/github/CurtLH/node_modules/.staging/parseurl-7dd0b203
82328 info lifecycle parseurl@1.3.2~install: parseurl@1.3.2
82329 silly lifecycle parseurl@1.3.2~install: no script for install, continuing
82330 silly install pascalcase@0.1.1 /home/curtis/github/CurtLH/node_modules/.staging/pascalcase-6d2fc126
82331 info lifecycle pascalcase@0.1.1~install: pascalcase@0.1.1
82332 silly lifecycle pascalcase@0.1.1~install: no script for install, continuing
82333 silly install path-is-absolute@1.0.1 /home/curtis/github/CurtLH/node_modules/.staging/path-is-absolute-9edd65f7
82334 info lifecycle path-is-absolute@1.0.1~install: path-is-absolute@1.0.1
82335 silly lifecycle path-is-absolute@1.0.1~install: no script for install, continuing
82336 silly install path-parse@1.0.5 /home/curtis/github/CurtLH/node_modules/.staging/path-parse-5e5f7052
82337 info lifecycle path-parse@1.0.5~install: path-parse@1.0.5
82338 silly lifecycle path-parse@1.0.5~install: no script for install, continuing
82339 silly install path-root-regex@0.1.2 /home/curtis/github/CurtLH/node_modules/.staging/path-root-regex-4076e71a
82340 info lifecycle path-root-regex@0.1.2~install: path-root-regex@0.1.2
82341 silly lifecycle path-root-regex@0.1.2~install: no script for install, continuing
82342 silly install path-root@0.1.1 /home/curtis/github/CurtLH/node_modules/.staging/path-root-f7c36c2e
82343 info lifecycle path-root@0.1.1~install: path-root@0.1.1
82344 silly lifecycle path-root@0.1.1~install: no script for install, continuing
82345 silly install performance-now@0.2.0 /home/curtis/github/CurtLH/node_modules/.staging/performance-now-faac14e2
82346 info lifecycle performance-now@0.2.0~install: performance-now@0.2.0
82347 silly lifecycle performance-now@0.2.0~install: no script for install, continuing
82348 silly install pify@2.3.0 /home/curtis/github/CurtLH/node_modules/.staging/pify-9169fe6e
82349 info lifecycle pify@2.3.0~install: pify@2.3.0
82350 silly lifecycle pify@2.3.0~install: no script for install, continuing
82351 silly install pinkie@2.0.4 /home/curtis/github/CurtLH/node_modules/.staging/pinkie-adc2de8f
82352 info lifecycle pinkie@2.0.4~install: pinkie@2.0.4
82353 silly lifecycle pinkie@2.0.4~install: no script for install, continuing
82354 silly install pinkie-promise@2.0.1 /home/curtis/github/CurtLH/node_modules/.staging/pinkie-promise-a123fb68
82355 info lifecycle pinkie-promise@2.0.1~install: pinkie-promise@2.0.1
82356 silly lifecycle pinkie-promise@2.0.1~install: no script for install, continuing
82357 silly install path-type@1.1.0 /home/curtis/github/CurtLH/node_modules/.staging/path-type-7f936f18
82358 info lifecycle path-type@1.1.0~install: path-type@1.1.0
82359 silly lifecycle path-type@1.1.0~install: no script for install, continuing
82360 silly install path-exists@2.1.0 /home/curtis/github/CurtLH/node_modules/.staging/path-exists-bbd382e5
82361 info lifecycle path-exists@2.1.0~install: path-exists@2.1.0
82362 silly lifecycle path-exists@2.1.0~install: no script for install, continuing
82363 silly install opn@4.0.2 /home/curtis/github/CurtLH/node_modules/.staging/opn-51509d69
82364 info lifecycle opn@4.0.2~install: opn@4.0.2
82365 silly lifecycle opn@4.0.2~install: no script for install, continuing
82366 silly install find-up@1.1.2 /home/curtis/github/CurtLH/node_modules/.staging/find-up-a2cad5c4
82367 info lifecycle find-up@1.1.2~install: find-up@1.1.2
82368 silly lifecycle find-up@1.1.2~install: no script for install, continuing
82369 silly install arr-union@2.1.0 /home/curtis/github/CurtLH/node_modules/.staging/arr-union-7c743f3c
82370 info lifecycle arr-union@2.1.0~install: arr-union@2.1.0
82371 silly lifecycle arr-union@2.1.0~install: no script for install, continuing
82372 silly install array-slice@0.2.3 /home/curtis/github/CurtLH/node_modules/.staging/array-slice-f952e3d6
82373 info lifecycle array-slice@0.2.3~install: array-slice@0.2.3
82374 silly lifecycle array-slice@0.2.3~install: no script for install, continuing
82375 silly install arr-diff@1.1.0 /home/curtis/github/CurtLH/node_modules/.staging/arr-diff-bc32ec32
82376 info lifecycle arr-diff@1.1.0~install: arr-diff@1.1.0
82377 silly lifecycle arr-diff@1.1.0~install: no script for install, continuing
82378 silly install kind-of@1.1.0 /home/curtis/github/CurtLH/node_modules/.staging/kind-of-ad58f5db
82379 info lifecycle kind-of@1.1.0~install: kind-of@1.1.0
82380 silly lifecycle kind-of@1.1.0~install: no script for install, continuing
82381 silly install extend-shallow@1.1.4 /home/curtis/github/CurtLH/node_modules/.staging/extend-shallow-1fe86c01
82382 info lifecycle extend-shallow@1.1.4~install: extend-shallow@1.1.4
82383 silly lifecycle extend-shallow@1.1.4~install: no script for install, continuing
82384 silly install plugin-error@0.1.2 /home/curtis/github/CurtLH/node_modules/.staging/plugin-error-3d460823
82385 info lifecycle plugin-error@0.1.2~install: plugin-error@0.1.2
82386 silly lifecycle plugin-error@0.1.2~install: no script for install, continuing
82387 silly install async@1.5.2 /home/curtis/github/CurtLH/node_modules/.staging/async-2682f59a
82388 info lifecycle async@1.5.2~install: async@1.5.2
82389 silly lifecycle async@1.5.2~install: no script for install, continuing
82390 silly install portscanner@2.1.1 /home/curtis/github/CurtLH/node_modules/.staging/portscanner-ea46b970
82391 info lifecycle portscanner@2.1.1~install: portscanner@2.1.1
82392 silly lifecycle portscanner@2.1.1~install: no script for install, continuing
82393 silly install posix-character-classes@0.1.1 /home/curtis/github/CurtLH/node_modules/.staging/posix-character-classes-5ec0c883
82394 info lifecycle posix-character-classes@0.1.1~install: posix-character-classes@0.1.1
82395 silly lifecycle posix-character-classes@0.1.1~install: no script for install, continuing
82396 silly install preserve@0.2.0 /home/curtis/github/CurtLH/node_modules/.staging/preserve-eb9b511f
82397 info lifecycle preserve@0.2.0~install: preserve@0.2.0
82398 silly lifecycle preserve@0.2.0~install: no script for install, continuing
82399 silly install pretty-hrtime@1.0.3 /home/curtis/github/CurtLH/node_modules/.staging/pretty-hrtime-8f111a04
82400 info lifecycle pretty-hrtime@1.0.3~install: pretty-hrtime@1.0.3
82401 silly lifecycle pretty-hrtime@1.0.3~install: no script for install, continuing
82402 silly install process-nextick-args@1.0.7 /home/curtis/github/CurtLH/node_modules/.staging/process-nextick-args-35452a1a
82403 info lifecycle process-nextick-args@1.0.7~install: process-nextick-args@1.0.7
82404 silly lifecycle process-nextick-args@1.0.7~install: no script for install, continuing
82405 silly install pseudomap@1.0.2 /home/curtis/github/CurtLH/node_modules/.staging/pseudomap-b0c67068
82406 info lifecycle pseudomap@1.0.2~install: pseudomap@1.0.2
82407 silly lifecycle pseudomap@1.0.2~install: no script for install, continuing
82408 silly install punycode@1.4.1 /home/curtis/github/CurtLH/node_modules/.staging/punycode-b46de821
82409 info lifecycle punycode@1.4.1~install: punycode@1.4.1
82410 silly lifecycle punycode@1.4.1~install: no script for install, continuing
82411 silly install qs@6.2.1 /home/curtis/github/CurtLH/node_modules/.staging/qs-92b6bc76
82412 info lifecycle qs@6.2.1~install: qs@6.2.1
82413 silly lifecycle qs@6.2.1~install: no script for install, continuing
82414 silly install kind-of@3.2.2 /home/curtis/github/CurtLH/node_modules/.staging/kind-of-2ddad418
82415 info lifecycle kind-of@3.2.2~install: kind-of@3.2.2
82416 silly lifecycle kind-of@3.2.2~install: no script for install, continuing
82417 silly install is-number@3.0.0 /home/curtis/github/CurtLH/node_modules/.staging/is-number-7a3f108d
82418 info lifecycle is-number@3.0.0~install: is-number@3.0.0
82419 silly lifecycle is-number@3.0.0~install: no script for install, continuing
82420 silly install kind-of@4.0.0 /home/curtis/github/CurtLH/node_modules/.staging/kind-of-d899dd4e
82421 info lifecycle kind-of@4.0.0~install: kind-of@4.0.0
82422 silly lifecycle kind-of@4.0.0~install: no script for install, continuing
82423 silly install randomatic@1.1.7 /home/curtis/github/CurtLH/node_modules/.staging/randomatic-dfb6ab2e
82424 info lifecycle randomatic@1.1.7~install: randomatic@1.1.7
82425 silly lifecycle randomatic@1.1.7~install: no script for install, continuing
82426 silly install range-parser@1.2.0 /home/curtis/github/CurtLH/node_modules/.staging/range-parser-1b4ff848
82427 info lifecycle range-parser@1.2.0~install: range-parser@1.2.0
82428 silly lifecycle range-parser@1.2.0~install: no script for install, continuing
82429 silly install regex-cache@0.4.4 /home/curtis/github/CurtLH/node_modules/.staging/regex-cache-55f2b607
82430 info lifecycle regex-cache@0.4.4~install: regex-cache@0.4.4
82431 silly lifecycle regex-cache@0.4.4~install: no script for install, continuing
82432 silly install regex-not@1.0.0 /home/curtis/github/CurtLH/node_modules/.staging/regex-not-d96a6129
82433 info lifecycle regex-not@1.0.0~install: regex-not@1.0.0
82434 silly lifecycle regex-not@1.0.0~install: no script for install, continuing
82435 silly install remove-trailing-separator@1.1.0 /home/curtis/github/CurtLH/node_modules/.staging/remove-trailing-separator-2ce2f6fb
82436 info lifecycle remove-trailing-separator@1.1.0~install: remove-trailing-separator@1.1.0
82437 silly lifecycle remove-trailing-separator@1.1.0~install: no script for install, continuing
82438 silly install normalize-path@2.1.1 /home/curtis/github/CurtLH/node_modules/.staging/normalize-path-f5e77afe
82439 info lifecycle normalize-path@2.1.1~install: normalize-path@2.1.1
82440 silly lifecycle normalize-path@2.1.1~install: no script for install, continuing
82441 silly install repeat-element@1.1.2 /home/curtis/github/CurtLH/node_modules/.staging/repeat-element-e8f8cae0
82442 info lifecycle repeat-element@1.1.2~install: repeat-element@1.1.2
82443 silly lifecycle repeat-element@1.1.2~install: no script for install, continuing
82444 silly install repeat-string@1.6.1 /home/curtis/github/CurtLH/node_modules/.staging/repeat-string-e015bb96
82445 info lifecycle repeat-string@1.6.1~install: repeat-string@1.6.1
82446 silly lifecycle repeat-string@1.6.1~install: no script for install, continuing
82447 silly install fill-range@2.2.3 /home/curtis/github/CurtLH/node_modules/.staging/fill-range-953b3623
82448 info lifecycle fill-range@2.2.3~install: fill-range@2.2.3
82449 silly lifecycle fill-range@2.2.3~install: no script for install, continuing
82450 silly install expand-range@1.8.2 /home/curtis/github/CurtLH/node_modules/.staging/expand-range-d9cf3c5c
82451 info lifecycle expand-range@1.8.2~install: expand-range@1.8.2
82452 silly lifecycle expand-range@1.8.2~install: no script for install, continuing
